ville;titre;lieu;date_debut;date_fin
paris;TELLEMENT PROCHES;AVENUE GAMBETTA;16/06/2008;16/06/2008
paris;TELLEMENT PROCHES;AVENUE VICTOR HUGO;15/07/2008;15/07/2008
paris;JULIE AND JULIA;PONT AU DOUBLE;06/07/2008;06/07/2008
paris;JULIE AND JULIA;RUE DE LA MONTAGNE SAINTE GENEVIEVE;06/05/2008;06/05/2008
paris;JULIE AND JULIA;RUE SAINT JULIEN LE PAUVRE;06/06/2008;06/06/2008
paris;JULIE AND JULIA;RUE DE SEINE;06/04/2008;06/04/2008
paris;UN CHAT UN CHAT;BOULEVARD LANNES;24/06/2008;24/06/2008
paris;UN CHAT UN CHAT;PLACE DU 19 MARS 1962;06/11/2008;06/11/2008
paris;UN CHAT UN CHAT;PLACE DU 19 MARS 1962;06/09/2008;06/09/2008
paris;UN CHAT UN CHAT;RUE DES BOULANGERS;26/06/2008;26/06/2008
paris;UN CHAT UN CHAT;RUE DE SEVIGNE;15/07/2008;15/07/2008
paris;UN CHAT UN CHAT;RUE PAYENNE;15/07/2008;15/07/2008
paris;UN CHAT UN CHAT;RUE PIERRE SEMARD;07/07/2008;07/08/2008
paris;LA DOUBLE CROISEE;PONT SAINT LOUIS;26/06/2008;26/06/2008
paris;LA DOUBLE CROISEE;QUAI AUX FLEURS;26/06/2008;26/06/2008
paris;G.I. JOE / DARK SKY;AVENUE DES CHAMPS ELYSEES;08/01/2008;08/01/2008
paris;G.I. JOE / DARK SKY;AVENUE DE L'OPERA;08/02/2008;08/02/2008
paris;G.I. JOE / DARK SKY;PONT D'IENA (TROTTOIR);31/07/2008;31/07/2008
paris;G.I. JOE / DARK SKY;TOUR EIFFEL (PARVIS;08/03/2008;08/03/2008
paris;INCOGNITO;RUE DE BRUXELLES;15/06/2008;15/06/2008
paris;L'ARMEE DU CRIME;QUAI FRANCOIS MITTERRAND;20/07/2008;20/07/2008
paris;ROMAINE PAR MOINS 30;AVENUE DES GOBELINS;26/06/2008;26/06/2008
paris;LE CONCERT;RUE VIEILLE DU TEMPLE;07/03/2008;07/03/2008
paris;LE CONCERT;RUE DES FRANCS BOURGEOIS;07/03/2008;07/03/2008
paris;LE CONCERT;RUE DE RIVOLI;22/08/2008;22/08/2008
paris;LE CONCERT;TERRE-PLEIN CENTRAL PLACE DU COLONEL FABIEN;21/08/2008;21/08/2008
paris;IVERPATTALAM;AVENUE ALBERT 1ER DE MONACO;07/03/2008;07/03/2008
paris;IVERPATTALAM;PLACE DU TERTRE;07/04/2008;07/04/2008
paris;IVERPATTALAM;RUE DU CALVAIRE;07/04/2008;07/04/2008
paris;IVERPATTALAM;RUE DU CARDINAL DUBOIS;07/04/2008;07/04/2008
paris;LE PETIT NICOLAS;AVENUE FOCH;10/04/2008;10/04/2008
paris;LE PETIT NICOLAS;BOULEVARD EMILE AUGIER;08/04/2008;08/06/2008
paris;LE PETIT NICOLAS;RUE LAMARCK;13/08/2008;13/08/2008
paris;LE PETIT NICOLAS;RUE JULES SIEGFRIED;19/09/2008;19/09/2008
paris;LE COACH;AVENUE DE CHOISY;16/09/2008;16/09/2008
paris;LE COACH;RUE DE SOLFERINO;31/07/2008;31/07/2008
paris;LE COACH;RUE THOMAS MANN/DES CADETS/FRANCE LIBRE;20/08/2008;20/08/2008
paris;LA BLONDE AUX SEINS NUS;AVENUE FROCHOT;09/02/2008;09/02/2008
paris;LA BLONDE AUX SEINS NUS;BERGES BASSES DU QUAI DES GRANDS AUGUSTINS;29/09/2008;29/09/2008
paris;MA MEC A MOI;RUE LEON;09/02/2008;09/02/2008
paris;MA MEC A MOI;RUE DE L'ECOLE;09/02/2008;09/02/2008
paris;MA MEC A MOI;RUE DE MONDOVI;09/11/2008;09/11/2008
paris;GLAMROCK VILLE;RUE DU COLISEE;08/04/2008;08/04/2008
paris;DEMAIN DES L'AUBE;RUE DE BELZUNCE;08/01/2008;08/01/2008
paris;HADEWIJCH;AVENUE D'IENA/R DE PRESBOURG (ANGLE);13/08/2008;13/08/2008
paris;HADEWIJCH;PONT DE LA TOURNELLE;19/08/2008;19/08/2008
paris;HADEWIJCH;PORT HENRI IV;08/06/2008;08/06/2008
paris;HADEWIJCH;QUAI DE BOURBON/PONT MARIE (ANGLE);08/12/2008;08/12/2008
paris;HADEWIJCH;RUE DES DEUX PONTS (ANGLE);08/12/2008;08/12/2008
paris;HADEWIJCH;VOIE GEORGES POMPIDOU (BRETELLE D'ACCES);28/08/2008;28/08/2008
paris;MON BEAU PERE;ECOLE MATERNELLE FAUCONNIER;08/04/2008;08/04/2008
paris;MON BEAU PERE;PLACE JOHANN STRAUSS;09/10/2008;09/10/2008
paris;MON BEAU PERE;RUE PONCELET;08/08/2008;08/08/2008
paris;MICMACS A TIRE LARIGOT;ALLEE ANDRE BRETON;25/08/2008;25/08/2008
paris;MICMACS A TIRE LARIGOT;BOULEVARD VICTOR;21/08/2008;21/08/2008
paris;MICMACS A TIRE LARIGOT;PLACE DE L'EUROPE;18/08/2008;18/08/2008
paris;MICMACS A TIRE LARIGOT;QUAI DE L'OISE FACE RUE DE BITCHE;26/11/2008;26/11/2008
paris;MICMACS A TIRE LARIGOT;QUAI DE L'OISE;12/02/2008;12/02/2008
paris;ICHH;PLACE BLANCHE;06/07/2010;06/07/2010
paris;ICHH;RUE DE LA MONTAGNE SAINTE-GENEVIEVE;06/04/2010;06/04/2010
paris;QUARTIER LOINTAIN;PLACE DU 11 NOVEMBRE 1918;16/07/2009;16/07/2009
paris;QUARTIER LOINTAIN;BOULEVARD DE STRASBOURG;16/07/2009;16/07/2009
paris;HAPPY FEW;AVENUE DE FRANCE;14/08/2009;14/08/2009
paris;LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC;PONT NEUF;30/10/2009;30/10/2009
paris;LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC;TERRE-PLEIN CENTRE PLACE DE LA CONCORDE;08/05/2009;08/05/2009
paris;LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC;PLACE COLETTE;30/10/2009;30/10/2009
paris;LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC;PONT ROYAL;17/09/2009;17/09/2009
paris;LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC;RUE DE RIVOLI;16/09/2009;16/09/2009
paris;LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC;BOULEVARD ARAGO (ANGLE RUE MESSIER);11/02/2009;11/02/2009
paris;LES PETITS MOUCHOIRS;AVENUE ALMA MARCEAU;08/07/2009;08/07/2009
paris;LES PETITS MOUCHOIRS;RUE POUILLETIER;15/10/2009;15/10/2009
paris;LES PETITS MOUCHOIRS;PLACE DE LA RESISTANCE;08/06/2009;08/07/2009
paris;LES PETITS MOUCHOIRS;RUE DE L'UNIVERSITE;08/07/2009;08/08/2009
paris;INCEPTION / OLIVER'S ARROW;RUE DE L'ALBONIE;17/08/2009;17/08/2009
paris;INCEPTION / OLIVER'S ARROW;RUE BARTHELEMY;22/07/2009;25/07/2009
paris;INCEPTION / OLIVER'S ARROW;RUE CESAR FRANCK;18/08/2009;19/08/2009
paris;VENUS NOIRE;PONT DE L'ARCHEVECHE;21/08/2009;21/08/2009
paris;VENUS NOIRE;QUAI DU PORT DES TOURNELLES;28/08/2009;28/08/2009
paris;CONTRE TOI/SOUS TON EMPRISE;RUE DE MADRID;24/08/2009;24/08/2009
paris;CONTRE TOI/SOUS TON EMPRISE;RUE PORTALIS;18/08/2009;18/08/2009
paris;MEMORY LANE;SQUARE DE LA PORTE DE SAINT CLOUD;31/08/2009;31/08/2009
paris;MEMORY LANE;PASSERELLE SURPLOMBANT LE PERIPHERIQUE;31/08/2009;31/08/2009
paris;MEMORY LANE;PARC ANDRE CITROEN;09/09/2009;09/09/2009
paris;MEMORY LANE;PLACE DE LA PORTE DE SAINT CLOUD;08/12/2009;08/12/2009
paris;MEMORY LANE;PLACE DENFERT ROCHEREAU;13/08/2009;13/08/2009
paris;MEMORY LANE;PLACE DE LA PORTE SAINT-CLOUD;09/10/2009;09/10/2009
paris;ELLE S'APPELAIT SARAH;VELODROME JACQUES ANQUETIL;25/08/2009;28/08/2009
paris;L'HOMME QUI VOULAIT VIVRE SA VIE;BOULEVARD PERIPHERIQUE INTERIEUR;22/09/2009;22/09/2009
paris;L'HOMME QUI VOULAIT VIVRE SA VIE;AVENUE DE MOTTE PIQUET;09/04/2009;09/04/2009
paris;LA GRANDE VILLA;AVENUE DES CHAMPS ELYSEES;09/02/2009;09/02/2009
paris;NODAME CANTABILE 2;RUE DES EAUX OU AVENUE FREMIET;30/09/2009;30/09/2009
paris;NODAME CANTABILE 2;PONT DE BIR HAKEIM;21/09/2009;21/09/2009
paris;NODAME CANTABILE 2;AVENUE HUSSEIN 1ER DE JORDANIE;30/09/2009;30/09/2009
paris;NODAME CANTABILE 2;RUE DU PONT NEUF;23/09/2009;23/09/2009
paris;NODAME CANTABILE 2;RUE MONTORGUEIL;22/09/2009;22/09/2009
paris;NODAME CANTABILE 2;RUE GEORGES LARDENOIS;29/09/2009;29/09/2009
paris;NODAME CANTABILE 2;JARDIN DES HALLES;23/09/2009;23/09/2009
paris;NODAME CANTABILE 2;AVENUE DE L'OPERA;22/09/2009;22/09/2009
paris;COMME LES 5 DOIGTS DE LA MAIN;RUE GEOFFROY MARIE;20/10/2009;20/10/2009
paris;MA COMPAGNE DE NUIT;PONT DE GRENELLE;10/07/2009;10/07/2009
paris;LE NOM DES GENS;RUE DES BARRES/R FRANCOIS MIRON (ANGLE);11/03/2009;11/03/2009
paris;LE NOM DES GENS;RUE FRANCOIS MIRON;11/03/2009;11/03/2009
paris;GIGOLA;AVENUE NIEL;21/10/2009;21/10/2009
paris;GIGOLA;RUE DU SERGENT HOFF;21/10/2009;21/10/2009
paris;GIGOLA;PLACE DU PARVIS DU SACRE COEUR;14/10/2009;14/10/2009
paris;GIGOLA;RUE VIVIENNE;23/10/2009;23/10/2009
paris;GIGOLA;RUE FROCHOT;13/10/2009;13/10/2009
paris;DONNANT DONNANT/UN HOMME TRES RECHERCHE;QUAI DU LOUVRE;15/10/2009;15/10/2009
paris;ASAL;PLACE JACQUES RUEFF;20/10/2009;20/10/2009
paris;ASAL;PLACE DE LA CONCORDE;21/10/2009;21/10/2009
paris;NE TE RETOURNE PAS;RUE DE NAVARRE;19/11/2007;19/11/2007
paris;NE TE RETOURNE PAS;RUE STRAUSS;22/11/2007;22/11/2007
paris;LA VIE D'ARTISTE;RUE THEOPHRASTE RENAUDOT;24/08/2006;24/08/2006
paris;LA VIE D'ARTISTE;RUE CORBINEAU;28/08/2006;28/08/2006
paris;LA VIE D'ARTISTE;RUE LARROUMET;24/08/2006;24/08/2006
paris;LA VIE N'EST PAS UNE COMEDIE ROMANTIQUE/MA VIE SANS MEG RYAN;BOULEVARD DE CLICHY;16/08/2006;16/08/2006
paris;DEMANDEZ LA PERMISSION AUX ENFANTS;ALLEE DES FORTIFICATIONS;17/08/2006;17/08/2006
paris;L'AMOUR CACHE;AVENUE DES TERROIRS DE FRANCE;22/08/2006;22/08/2006
paris;RUSH HOUR 3;BOULEVARD MONTPARNASSE;28/04/2007;28/04/2007
paris;RUSH HOUR 3;JARDIN DU TROCADERO;10/02/2006;10/06/2006
paris;RUSH HOUR 3;PARC DU CHAMP DE MARS/ TOUR EIFFEL;23/10/2006;25/10/2006
paris;LE COEUR DES HOMMES 2;BOULEVARD RASPAIL;28/09/2006;28/09/2006
paris;LE COEUR DES HOMMES 2;PASSERELLE MORLAND;28/08/2006;28/08/2006
paris;LE COEUR DES HOMMES 2;RUE DE NEVERS;20/09/2006;20/09/2006
paris;LE COEUR DES HOMMES 2;RUE DU VIEUX COLOMBIER;31/10/2006;31/10/2006
paris;LE COEUR DES HOMMES 2;RUE DE LEVIS;10/11/2006;10/12/2006
paris;LE COEUR DES HOMMES 2;RUE DE L'ECHIQUIER;31/10/2006;31/10/2006
paris;LE BALLON ROUGE;PASSAGE MOLIERE;25/09/2006;26/09/2006
paris;LE BALLON ROUGE;RUE PHILIPPE DE GIRARD;13/09/2006;13/09/2006
paris;LE BALLON ROUGE;RUE CLAUDE BERNARD;26/09/2006;26/09/2006
paris;JHOOM BARABAR JHOOM;BERGES DU PORT;30/09/2006;30/09/2006
paris;JHOOM BARABAR JHOOM;PLACE DE LA CONCORDE;10/01/2006;10/01/2006
paris;J'AI REVE SOUS L'EAU;RUE PAJOL;29/09/2006;29/09/2006
paris;LA MAISON;PLACE CONSTANTIN PECQUEUR;10/12/2006;10/12/2006
paris;LA MAISON;PLACE JULES JOFFRIN;15/11/2006;15/11/2006
paris;LA MAISON;RUE ORDENER;15/11/2006;15/11/2006
paris;LA MAISON;RUE DU POTEAU;15/11/2006;15/11/2006
paris;LA MAISON;RUE VICTOR LETALLE;26/10/2006;26/10/2006
paris;LA FABRIQUE DES SENTIMENTS (EXCLUSIF);BOULEVARD PEREIRE;26/03/2007;26/03/2007
paris;LA FABRIQUE DES SENTIMENTS (EXCLUSIF);CITE TREVISE;16/03/2007;16/03/2007
paris;LA FABRIQUE DES SENTIMENTS (EXCLUSIF);RUE PONCELET;15/03/2007;15/03/2007
paris;LES DEUX MONDES;RUE SCARON;03/05/2007;03/05/2007
paris;LES DEUX MONDES;RUE DU FAUBOURG SAINT ANTOINE;19/03/2007;19/03/2007
paris;LE TUEUR;AVENUE PIERRE MENDES FRANCE;03/07/2007;03/07/2007
paris;LE TUEUR;RUE DE POMMARD;04/10/2007;04/10/2007
paris;LE TUEUR;RUE COGNACQ JAY;04/06/2007;04/06/2007
paris;FAUBOURG 36;RUE TOURNEFORT;05/04/2007;05/05/2007
paris;LES RANDONNEURS A SAINT TROPEZ;PLACE ET AVENUE DE LA PORT;07/06/2007;07/06/2007
paris;L'INSTINCT DE MORT ET L'ENNEMI PUBLIC NÂ°1;BOULEVARD ORNANO;08/10/2007;08/10/2007
paris;L'INSTINCT DE MORT ET L'ENNEMI PUBLIC NÂ°1;RUE DE CALAIS/DE VINTIMILLE ET ADOLPHE MAX;07/04/2007;07/04/2007
paris;L'INSTINCT DE MORT ET L'ENNEMI PUBLIC NÂ°1;RUE JEAN DOLENT;06/09/2007;06/09/2007
paris;L'INSTINCT DE MORT ET L'ENNEMI PUBLIC NÂ°1;RUE FONTAINE;21/01/2008;21/01/2008
paris;TU PEUX GARDER UN SECRET;AVENUE D'EYLAU;27/06/2007;27/06/2007
paris;TU PEUX GARDER UN SECRET;PLACE DU TROCADERO;27/06/2007;27/06/2007
paris;TU PEUX GARDER UN SECRET;RUE CAMBON;27/06/2007;27/06/2007
paris;TU PEUX GARDER UN SECRET;RUE DUPHOT;27/06/2007;27/06/2007
paris;TU PEUX GARDER UN SECRET;RUE ET SQUARE;07/06/2007;07/06/2007
paris;SANS ETAT D'AME/L'ECART;PLACE DAUPHINE;06/11/2007;06/11/2007
paris;DE BATTRE MON COEUR S'EST ARRETE;BOULEVARD EDGAR QUINET;28/09/2004;28/09/2004
paris;DE BATTRE MON COEUR S'EST ARRETE;RUE ETIENNE MARCEL;24/05/2004;24/05/2004
paris;DE BATTRE MON COEUR S'EST ARRETE;RUE DE BRETAGNE;25/03/2004;25/03/2004
paris;FEMMES EN QUETE DE LIBERTE;AVENUE GUSTAVE V DE SUEDE;23/03/2004;23/03/2004
paris;FEMMES EN QUETE DE LIBERTE;AVENUE DE LA GRANDE ARMEE;23/03/2004;23/03/2004
paris;L'UN RESTE, L'AUTRE PAS/l'UN RESTE L'AUTRE PART;AVENUE DE TOURVILLE;24/05/2004;24/05/2004
paris;L'UN RESTE, L'AUTRE PAS/l'UN RESTE L'AUTRE PART;ESPLANADE DES INVALIDES;20/04/2004;20/04/2004
paris;ORGANISATION;RUE DE L'AMIRAL COLIGNY;26/09/2002;26/09/2002
paris;BLIND DATE;AVENUE DE WAGRAM;10/03/2002;10/03/2002
paris;BLIND DATE;AVENUE DES TERNES;10/06/2002;10/06/2002
paris;BLIND DATE;PONT NEUF;10/01/2002;10/01/2002
paris;BLIND DATE;RUE DE RENNES;10/05/2002;10/05/2002
paris;BLIND DATE;RUE EMILE BOREL;10/05/2002;10/05/2002
paris;BLIND DATE;RUE BONAPARTE;10/05/2002;10/05/2002
paris;BLIND DATE;RUE VISCONTI;10/06/2002;10/06/2002
paris;BLIND DATE;RUE DU FOUR;10/01/2002;10/01/2002
paris;APRES VOUS;RUE BOTZARIS ET DE LA VILLETTE (ANGLE);15/11/2002;15/11/2002
paris;APRES VOUS;RUE CAVENDISH;10/04/2002;10/04/2002
paris;TIRESIA;PONT DE TOLBIAC;14/12/2002;14/12/2002
paris;TIRESIA;RUE RODIER;14/12/2002;14/12/2002
paris;DEPUIS QU'OTAR EST PARTI;BOULEVARD DE LA CHAPELLE (CONTRE ALLEE);11/06/2002;11/06/2002
paris;DEPUIS QU'OTAR EST PARTI;BOULEVARD DE ROCHECHOUART;31/10/2002;31/10/2002
paris;FRANCE BOUTIQUE;IMPASSE DU MONT-LOUIS;28/11/2002;28/11/2002
paris;LE FUGITIF;AVENUE DU GENERAL LECLERC;19/11/2002;19/11/2002
paris;LE FUGITIF;RUE DE LA MONTAGNE DE LA FAGE;18/11/2002;18/11/2002
paris;LE FUGITIF;RUE DAGUERRE;19/11/2002;19/11/2002
paris;LES INTERMITTENCES DU COEUR;RUE DE BUCI;12/05/2002;12/05/2002
paris;LE ROLE DE SA VIE;AVENUE DE PONTHIEU;02/07/2003;02/07/2003
paris;LE ROLE DE SA VIE;PLACE DU NICARAGUA;02/04/2003;02/04/2003
paris;LE ROLE DE SA VIE;RUE DES RECOLLETS;04/04/2003;04/04/2003
paris;NATHALIE X...;AVENUE DE LA REPUBLIQUE;03/06/2003;03/06/2003
paris;NATHALIE X...;PLACE DE LA MADELEINE;30/01/2003;30/01/2003
paris;NATHALIE X...;RUE DU GENERAL LANREZAC;13/02/2003;13/02/2003
paris;NATHALIE X...;RUE DE L'ARC DE TRIOMPHE;02/06/2003;02/06/2003
paris;NATHALIE X...;RUE DES VINAIGRIERS;03/10/2003;03/10/2003
paris;LE TUEUR SANS GAGES;RUE DE L'ARGONNE;01/03/2003;01/03/2003
paris;SUPER RIPOUX;BOULEVARD DE MENILMONTANT;18/02/2003;18/02/2003
paris;SUPER RIPOUX;BOULEVARD BOURDON;23/01/2003;23/01/2003
paris;SUPER RIPOUX;RUE SAINTE CECILE;04/03/2003;04/03/2003
paris;SUPER RIPOUX;RUE BERGERE;04/06/2003;04/06/2003
paris;SUPER RIPOUX;RUE PIAT;02/07/2003;02/07/2003
paris;SUPER RIPOUX;RUE BERGERE;04/05/2003;04/05/2003
paris;SUPER RIPOUX;RUE JULIEN LACROIX;02/07/2003;02/07/2003
paris;JE RESTE;PASSAGE RUE SEDAINE;03/03/2003;03/03/2003
paris;COMME UN SEUL HOMME;RUE JEAN ANTOINE DE BAIF;02/02/2003;02/02/2003
paris;NE FAIS PAS CA;MARCHE DE LA PLACE DES FETES;31/01/2003;31/01/2003
paris;WILD SIDE;BOULEVARD DE CLICHY;02/10/2003;02/10/2003
paris;WILD SIDE;BOULEVARD BONNE NOUVELLE;26/01/2003;26/01/2003
paris;WILD SIDE;BOULEVARD DE LA CHAPELLE;02/03/2003;02/03/2003
paris;WILD SIDE;RUE DE CLICHY;31/03/2003;31/03/2003
paris;WILD SIDE;RUE LAFAYETTE;02/06/2003;02/06/2003
paris;WILD SIDE;RUE DU NORD;04/06/2003;04/06/2003
paris;WILD SIDE;RUE JEAN HENRI FABRE;02/09/2003;02/09/2003
paris;5 X 2;RUE DES MARTYRS;09/05/2003;09/05/2003
paris;UNE VIE A T'ATTENDRE;AVENUE PAUL ADAM;24/04/2003;24/04/2003
paris;UNE VIE A T'ATTENDRE;PLACE DE LA NATION;04/08/2003;04/08/2003
paris;UNE VIE A T'ATTENDRE;PLACE DE DUBLIN;21/03/2003;21/03/2003
paris;UNE VIE A T'ATTENDRE;PLACE DE DUBLIN;26/03/2003;26/03/2003
paris;UNE VIE A T'ATTENDRE;RUE E.FLACHAT;05/12/2003;05/12/2003
paris;UNE VIE A T'ATTENDRE;RUE DE FLORENCE;26/03/2003;26/03/2003
paris;UNE VIE A T'ATTENDRE;RUE CLAPEYRON;28/03/2003;28/03/2003
paris;UNE VIE A T'ATTENDRE;RUE DE FLORENCE;21/03/2003;21/03/2003
paris;DANS LE ROUGE DU COUCHANT;BOULEVARD GOUVION SAINT CYR;26/03/2003;26/03/2003
paris;DANS LE ROUGE DU COUCHANT;PLACE BOIELDIEU;04/01/2003;04/01/2003
paris;DANS LE ROUGE DU COUCHANT;RUE BELIDOR;26/05/2003;26/05/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);AVENUE DE NEW YORK;25/09/2003;25/09/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);PARC DU CHAMP DE MARS;25/09/2003;25/09/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);PLACE DE L'HOTEL DE VILLE;07/07/2003;07/07/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);QUAI DE GESVRES;07/08/2003;07/08/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);QUAI DE LA CORSE;07/08/2003;07/08/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);QUAI DE L'HORLOGE;19/03/2003;19/03/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);RUE DE GRENELLE;25/09/2003;25/09/2003
paris;TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);RUE EDOUARD COLONNE;19/03/2003;19/03/2003
paris;THE STATEMENT;CONTRE ALLEE DE L'AVENUE RAPP;31/03/2003;31/03/2003
paris;LE GRAND ROLE;AVENUE DES GOBELINS;19/05/2003;19/05/2003
paris;LE GRAND ROLE;BOULEVARD SAINT MARCEL;19/05/2003;19/05/2003
paris;LE GRAND ROLE;PLACE DES PYRAMIDES;15/05/2003;15/05/2003
paris;LE GRAND ROLE;RUE LAFAYETTE;16/04/2003;16/04/2003
paris;LE GRAND ROLE;RUE PASTOURELLE;05/07/2003;05/07/2003
paris;NE QUITTEZ PAS;AVENUE DU MAINE;24/04/2003;24/04/2003
paris;NE QUITTEZ PAS;AVENUE DU MAINE;30/04/2003;30/04/2003
paris;NE QUITTEZ PAS;RUE DU ROI D'ALGER;17/04/2003;17/04/2003
paris;NE QUITTEZ PAS;RUE DE L'HOTEL DE VILLE;30/05/2003;30/05/2003
paris;UN AMOUR PARISIEN;RUE DE TREVISE;16/05/2003;16/05/2003
paris;CONFIDENCES TROP INTIMES;SQUARE GASTON BERTANDEAU;27/05/2003;27/05/2003
paris;COMME UNE IMAGE;RUE DES TROIS BORNES;17/07/2003;17/07/2003
paris;COMME UNE IMAGE;RUE ROUGEMONT;17/09/2003;17/09/2003
paris;COMME UNE IMAGE;RUE DU HEDLER;18/09/2003;18/09/2003
paris;COMME UNE IMAGE;RUE DU FAUBOURG POISSONNIERE;18/09/2003;18/09/2003
paris;COMME UNE IMAGE;RUE DARBOY;17/07/2003;17/07/2003
paris;BLONDE ET BRUNE;AVENUE DE L'OPERA;20/06/2003;20/06/2003
paris;BLONDE ET BRUNE;AVENUE PIERRE 1ER DE SERBIE;06/01/2003;06/01/2003
paris;BLONDE ET BRUNE;PLACE DE LA MADELEINE;06/04/2003;06/04/2003
paris;MADAME IRMA;PLACE DU PERE CHAILLET;27/02/2006;27/02/2006
paris;LES AMBITIEUX;BOULEVARD RASPAIL;28/02/2006;28/02/2006
paris;LES AMBITIEUX;RUE DES VIGNOLES;21/02/2006;21/02/2006
paris;BELLE TOUJOURS;AVENUE DE L'OPERA;20/02/2006;20/02/2006
paris;BELLE TOUJOURS;BOULEVARD DES CAPUCINES;20/02/2006;20/02/2006
paris;BELLE TOUJOURS;RUE MARIVAUX;20/02/2006;20/02/2006
paris;BELLE TOUJOURS;RUE FAVART;13/02/2006;13/02/2006
paris;3 AMIS;PARC MONTSOURIS;23/08/2006;23/08/2006
paris;NOTHING SACRED;RUE DU 8 MAI 1945;28/08/2006;28/08/2006
paris;NOTHING SACRED;RUE VIEILLE DU TEMPLE;28/08/2006;28/08/2006
paris;LE COEUR DES HOMMES 2;PARC DES BUTTES CHAUMONT;30/11/2006;30/11/2006
paris;LE COEUR DES HOMMES 2;PONT DE GRENELLE;24/10/2006;24/10/2006
paris;LE COEUR DES HOMMES 2;RUE MADAME;31/10/2006;31/10/2006
paris;LE COEUR DES HOMMES 2;RUE SAINTE BEUVE;28/09/2006;28/09/2006
paris;LE COEUR DES HOMMES 2;RUE ROYALE;30/11/2006;30/11/2006
paris;LE BALLON ROUGE;QUAI DE LOIRE;10/04/2006;10/04/2006
paris;LE BALLON ROUGE;QUAI DE LA LOIRE;27/09/2006;27/09/2006
paris;LE BALLON ROUGE;RUE DE L'AQUEDUC;13/09/2006;13/09/2006
paris;LE BALLON ROUGE;RUE SAINT MARTIN;25/09/2006;26/09/2006
paris;LE BALLON ROUGE;RUE DES GOBELINS;16/09/2006;16/09/2006
paris;LE BALLON ROUGE;RUE DE LA GRANGE AUX BELLES/QUAI JEMMAPES;27/09/2006;27/09/2006
paris;LE BALLON ROUGE;SQUARE DES CARDEURS (VOIE PRIVEE);28/09/2006;28/09/2006
paris;LE BALLON ROUGE;STATION DE METRO PASTEUR;27/09/2006;27/09/2006
paris;L'AGE D'HOMME;RUE DES GRANDS MOULINS;16/10/2006;16/10/2006
paris;L'AGE D'HOMME;RUE JEANNE D'ARC;16/10/2006;16/10/2006
paris;LE DERNIER GANG (LES BUTTES CHAUMONT);PARC MONCEAU;18/11/2006;18/11/2006
paris;LE DERNIER GANG (LES BUTTES CHAUMONT);QUAI DES CELESTINS;12/03/2006;12/03/2006
paris;LE DERNIER GANG (LES BUTTES CHAUMONT);RUE LACHARRIERE;30/11/2006;12/02/2006
paris;LE DERNIER GANG (LES BUTTES CHAUMONT);RUE JOUFFROY D'ABBANS;12/08/2006;12/08/2006
paris;LE DERNIER GANG (LES BUTTES CHAUMONT);RUE DE SALNEUVE;25/11/2006;25/11/2006
paris;LE DERNIER GANG (LES BUTTES CHAUMONT);RUE DE ROME ANGLE LEGENDRE;16/10/2006;16/10/2006
paris;LE DERNIER GANG (LES BUTTES CHAUMONT);SQUARE GABRIEL FAURE;12/08/2006;12/08/2006
paris;JHOOM BARABAR JHOOM;JARDIN DES TUILERIES ET PLACE DU CARROUSEL;10/02/2006;10/03/2006
paris;J'AI REVE SOUS L'EAU;CANAL SAINT MARTIN;10/02/2006;10/03/2006
paris;J'AI REVE SOUS L'EAU;PLACE DE LA CHAPELLE;19/10/2006;19/10/2006
paris;J'AI REVE SOUS L'EAU;PONT DU BD CHAPELLE ANGLE RUE CAILLE;10/04/2006;10/04/2006
paris;J'AI REVE SOUS L'EAU;RUE DE LORRAINE;29/09/2006;29/09/2006
paris;LA MAISON;RUE DU MONT CENIS;10/12/2006;10/12/2006
paris;LA MAISON;RUE CAULAINCOURT;30/10/2006;30/10/2006
paris;99 FRANCS;AVENUE DE FRANCE;16/10/2006;16/10/2006
paris;CEUX QUI RESTENT;PLACE DE LA NATION;23/10/2006;23/10/2006
paris;LE FUNAMBULE;BOULEVARD DE LA VILLETTE;11/07/2006;11/07/2006
paris;LE FUNAMBULE;PLACE DE LA REPUBLIQUE;11/04/2006;11/04/2006
paris;LE FUNAMBULE;RUE DU JOURDAIN;13/11/2006;13/11/2006
paris;LE FUNAMBULE;RUE BOTZARIS;11/02/2006;11/02/2006
paris;LE FUNAMBULE;RUE DE LAGNY;11/10/2006;11/10/2006
