title;year;genres;realisators;actors;synopsis;language;country;rate;duration;found
FAUBOURG 36;2009;;Thomas Lautner,;Nora Arnezeder,Christophe Barratier,Rémi Canaple,Patrick Cauderlier,;N/A;French;France;0.0;54;true
LES RANDONNEURS A SAINT TROPEZ;2008;;Eric Assous,Sylvie Bourgeois,Philippe Harel,;Karin Viard,Géraldine Pailhas,Benoît Poelvoorde,Vincent Elbaz,;The trekkers meet again ten years later, at St Tropez, a comedy about fun, truth, betrayal and hapiness.;French;France;4.5;0;true
L'INSTINCT DE MORT ET L'ENNEMI PUBLIC NÂ°1;0;null;null;null;null;null;null;0.0;0;false
TU PEUX GARDER UN SECRET;2008;;Isabelle Alexis,Alexandre Arcady,Anne Fassio (dialogue Collaborator),Antoine Lacomblez,Corinne Puget (dialogue),;Pierre Arditi,Juliette Arnaud,Corinne Puget,Christine Anglio,;N/A;French;France;4.0;98;true
SANS ETAT D'AME/L'ECART;0;null;null;null;null;null;null;0.0;0;false
FRANCE BOUTIQUE;2003;;Tonie Marshall (scenario And Dialogue),Pierre-erwan Guillaume (scenario And Dialogue),Tonie Marshall (based On An Original Idea By),;Karin Viard,François Cluzet,Judith Godrèche,Bernard Menez,;N/A;French, English;France;5.2;95;true
LES INTERMITTENCES DU COEUR;1981;;Roland Petit (ballet),Marcel Proust (novels),;Maya Plisetskaya,Dominique Khalfouni,Patrick Dupond,Denis Ganio,;N/A;N/A;France;0.0;90;true
LE ROLE DE SA VIE;2004;;Jérôme Beaujour,Roger Bohbot,François Favrat,Julie Lopes-curval,;Agnès Jaoui,Karin Viard,Jonathan Zaccaï,Marcial Di Fonzo Bo,;N/A;French;France;6.4;102;true
NE FAIS PAS CA;2004;;Luc Bondy,Philippe Djian,;Nicole Garcia,Natacha Régnier,Predrag Manojlovic,Fabrizio Rongione,;N/A;French;France, Germany;5.0;90;true
DANS LE ROUGE DU COUCHANT;2003;;Edgardo Cozarinsky,Jean-marie Duprez,;Marisa Paredes,Féodor Atkine,Bruno Putzulu,Didier Flamand,;Michel, was born in Latin America, "on the other side of the world", as the script emphasizes, of a French father he hardly knew at all. He goes to Paris to start a new life. His only ...;French;France, Spain;5.6;90;true
TOUT PEUT ARRIVER (SOMETHING'S GOTTA GIVE);0;null;null;null;null;null;null;0.0;0;false
THE STATEMENT;2003;;Ronald Harwood (screenplay),Brian Moore (novel),;Michael Caine,Tilda Swinton,Jeremy Northam,Alan Bates,;Tale of a former Nazi executioner who becomes a target of hit men and Police investigators.;English, German, Italian, Latin, French;Canada, France, UK;6.2;120;true
LE GRAND ROLE;0;null;null;null;null;null;null;0.0;0;false
NE QUITTEZ PAS;1984;;N/a,;Marie Vincent,Edward Meeks,Garrick Dowhen,Brigitte Chamarande,;N/A;French;France;5.5;0;true
UN AMOUR PARISIEN;0;null;null;null;null;null;null;0.0;0;false
CONFIDENCES TROP INTIMES;0;null;null;null;null;null;null;0.0;0;false
COMME UNE IMAGE;0;null;null;null;null;null;null;0.0;0;false
MADAME IRMA;2006;;Didier Bourdon,Frédéric Petitjean,;Didier Bourdon,Pascal Légitimus,Arly Jover,Catherine Mouchet,;Francis, who is in his forties, manages the French subsidiary of an American high-tech company. But the shareholders suddenly decide to close it. Depressed by the idea of being unemployed ...;French;France;5.5;90;true
3 AMIS;2007;;Michel Boujenah,Pascal Elbé,;Mathilde Seigner,Pascal Elbé,Kad Merad,Yves Rénier,;Three childhood friends support each other through life's ups and downs in this comedy/drama. Each goes through a difficult time in their life...;French;France;5.5;93;true
NOTHING SACRED;1937;;Ben Hecht (screen Play),James H. Street (suggested By A Story By),;Carole Lombard,Fredric March,Charles Winninger,Walter Connolly,;Hazel Flagg of Warsaw, Vermont receives the news that her terminal case of radium poisoning from a workplace incident was a complete misdiagnosis with mixed emotions. She is happy not to be...;English;USA;7.5;77;true
L'AGE D'HOMME;2007;;Raphael Fejtö,;Romain Duris,Aïssa Maïga,Clément Sibony,Rachid Djaidani,;N/A;French;France;5.0;88;true
LE DERNIER GANG (LES BUTTES CHAUMONT);0;null;null;null;null;null;null;0.0;0;false
99 FRANCS;2007;;Nicolas Charlet (screenplay),Bruno Lavaine (screenplay),Jan Kounen (screenplay),Frédéric Beigbeder (novel),;Jean Dujardin,Jocelyn Quivrin,Patrick Mille,Vahina Giocante,;The life of Octave Parango, a flamboyant ad designer, filled with success, satire, misery and love.;French;France;7.3;100;true
CEUX QUI RESTENT;2001;;N/a,;N/a,;N/A;Vietnamese;France, Vietnam;0.0;52;true
LE FUNAMBULE;1974;;N/a,;Pierre Arditi,Danièle Delange,Michel Heulin,Pierre Douglas,;N/A;French;France;0.0;96;true
SOUS LES TOITS DE PARIS;0;null;null;null;null;null;null;0.0;0;false
PARIS;2008;;Cédric Klapisch,;Fabrice Luchini,Romain Duris,Joffrey Platel,Mélanie Laurent,;Pierre, a professional dancer, suffers from a serious heart disease. While he is waiting for a transplant which may (or may not) save his life, he has nothing better to do than look at the ...;French;France;6.9;130;true
NE TOUCHEZ PAS LA HACHE;0;null;null;null;null;null;null;0.0;0;false
ROI SANS ARROI, REINE SANS ARENE;0;null;null;null;null;null;null;0.0;0;false
DEMAIN ON DEMENAGE;0;null;null;null;null;null;null;0.0;0;false
TRIPLE AGENT;2004;;Eric Rohmer,;Katerina Didaskalou,Serge Renko,Cyrielle Clair,Grigori Manoukov,;France, 1936-37. The Popular Front wins elections, the Spanish Civil War begins, and Hitler and Stalin are manipulating and spying. The brilliant exile, Fiodor Voronin, a general at 20, is ...;French, Russian, German, Greek;France, Italy, Spain, Greece, Russia;6.5;115;true
BIG FISH;2003;;Daniel Wallace (novel),John August (screenplay),;Ewan Mcgregor,Albert Finney,Billy Crudup,Jessica Lange,;A son tries to learn more about his dying father by reliving stories and myths he told about his life.;English;USA;8.0;125;true
DEMAIN, A L'AUBE;0;null;null;null;null;null;null;0.0;0;false
JOSEPH ET LA FILLE;2010;;Xavier De Choudens,;Jacques Dutronc,Hafsia Herzi,Aurélien Recoing,Denis Ménochet,;N/A;French;France;4.8;86;true
LES MAINS LIBRES;2010;;Brigitte Sy (scenario),Gaëlle Macé (scenario),;Ronit Elkabetz,Carlo Brandt,Noémie Lvovsky,Camille Figuereo,;N/A;French;France;6.4;100;true
RENDEZ VOUS AVEC UN ANGE / OU VAS TU JUDITH;0;null;null;null;null;null;null;0.0;0;false
J'PLEURE PAS;1989;;Tony Gatlif (scenario),Marie-hélène Rudel (scenario),;Fanny Ardant,Jean-pierre Sentier,Rémi Martin,László Szabó,;N/A;French;France;6.3;90;true
L'AMOUR C'EST MIEUX A DEUX;2010;;Franck Dubosc (based On An Original Screenplay),Arnaud Lemort (based On An Original Screenplay),Arnaud Lemort (scenario,Adaptation And Dialogue),;Clovis Cornillac,Virginie Efira,Manu Payet,Annelise Hesme,;Michel dreams of a perfect meeting with the woman of his dreams, entirely due to chance, as his parents and grandparents experienced. Vincent, Michel's contrast, is completely different. He...;French;France;5.8;100;true
36 VUES DU PIC SAINT LOUP;0;null;null;null;null;null;null;0.0;0;false
LA LIGNE BLANCHE;2010;;Antoine Lacomblez,Olivier Torres,Laëtitia Trapet,;Pascal Bongard,Julien Bouanich,Elliott Murphy,Arly Jover,;N/A;French;France;0.0;80;true
YELLOW BIRD;2005;;Jessie Wallace,Carol Brown,;Lawrence Barry,Marye Barton,Addison Bell,Sean Wittmann,;Fayette and Roy are an elderly couple in a dysfunctional relationship. Roy is dependent on Fayette for the basics in life...;N/A;N/A;5.0;14;true
EX;2009;;Fausto Brizzi (screenplay),Massimiliano Bruno (screenplay),Riccardo Cassini (additional Dialogue),Marco Martani (screenplay),;Claudia Gerini,Flavio Insinna,Silvio Orlando,Nancy Brilli,;N/A;Italian;Italy, France;6.3;120;true
RTT;2009;;Alexandre Charlot (adaptation),Matthieu Delaporte (scenario),Franck Magnier (adaptation),Julien Rappeneau (scenario),Alexandre De La Patellière (scenario),;Kad Merad,Mélanie Doutey,Manu Payet,Francis Renaud,;N/A;French, English, Spanish;France;4.8;0;true
COMPLICES;2011;;N/a,;Alain Cavalier,Vincent Lindon,;N/A;French;France;0.0;30;true
TRANSFORMERS 2;0;null;null;null;null;null;null;0.0;0;false
L'ELEGANCE DU HERISSON;0;null;null;null;null;null;null;0.0;0;false
COCO AVANT CHANEL;0;null;null;null;null;null;null;0.0;0;false
VISAGES;2008;;N/a,;Lyle Pisio,;Ely discovers that his perception of reality depends on the face he chooses to wear.;N/A;Canada;0.0;15;true
YUKI ET NINA;0;null;null;null;null;null;null;0.0;0;false
LE PREMIER JOUR DU RESTE DE TA VIE;0;null;null;null;null;null;null;0.0;0;false
48 HEURES PAR JOUR;2008;;Serge Adam (screenplay),Catherine Castel (screenplay),;Aure Atika,Antoine De Caunes,Catherine Jacob,Victoria Abril,;A young professional woman takes radical action to force her husband's help with the household chores.;French;France;5.1;89;true
CA SE SOIGNE;2008;;Laurent Chouchan,;Thierry Lhermitte,Julie Ferrier,Michel Vuillermoz,Isabelle Gélinas,;N/A;French;France;4.2;86;true
DILOP - LA GOUTTE D'EAU;0;null;null;null;null;null;null;0.0;0;false
THE BOURNE ULTIMATUM;2007;;Tony Gilroy (screenplay),Scott Z. Burns (screenplay),George Nolfi (screenplay),Tony Gilroy (screen Story),Robert Ludlum (novel),;Matt Damon,Julia Stiles,David Strathairn,Scott Glenn,;Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.;English, French, Arabic, Russian, Spanish;USA, Germany;8.1;115;true
BROKEN ENGLISH;2007;;Zoe R. Cassavetes,;Parker Posey,Drea De Matteo,Tim Guinee,Gena Rowlands,;Nora Wilder is freaking out. Everyone around her is in a relationship, is married, or has children. Nora is in her thirties, alone with job she's outgrown and a mother who constantly ...;English, French;USA, France, Japan;6.4;93;true
LE DEUXIEME SOUFFLE;1966;;José Giovanni (novel),José Giovanni (dialogue),Jean-pierre Melville (dialogue),Jean-pierre Melville (adaptation),;Lino Ventura,Paul Meurisse,Raymond Pellegrin,Christine Fabréga,;Gustave Minda, better known as Gu, a dangerous gangster, escapes from jail. He goes to Paris to join Manouche and other friends, and get involved in a gangland killing. Before leaving the ...;French;France;8.1;150;true
COMME UN PERE/LES ENFANTS DU TERRAIN VAGUE;0;null;null;null;null;null;null;0.0;0;false
DEUX VIES PLUS UNE.....;0;null;null;null;null;null;null;0.0;0;false
SI C'ETAIT LUI / UN AMOUR EXEMPLAIRE;0;null;null;null;null;null;null;0.0;0;false
LES CHANSONS D'AMOUR;0;null;null;null;null;null;null;0.0;0;false
CE SOIR, JE DORS CHEZ TOI;2007;;Olivier Baroux (screenplay),Jean-paul Bathany (adaptation),Michel Delgado (adaptation),;Jean-paul Rouve,Mélanie Doutey,Kad Merad,Rhiles Djarouane,;N/A;French;France;5.2;84;true
UN BAISER S'IL VOUS PLAIT;0;null;null;null;null;null;null;0.0;0;false
MODERN LOVE;2008;;Stéphane Kazandjian,;Alexandra Lamy,Stéphane Rousseau,Bérénice Bejo,Pierre-françois Martin-laval,;N/A;French;France;5.4;100;true
BLACK;2005;;Sanjay Leela Bhansali (screenplay),Bhavani Iyer (english Dialogue),Bhavani Iyer (screenplay),Prakash Kapadia (screenplay),;Amitabh Bachchan,Rani Mukerji,Shernaz Patel,Ayesha Kapoor,;The cathartic tale of a deaf, mute and blind girl, and her teacher who brings a ray of light into her world of BLACK.;Hindi, English;India;8.3;122;true
TAKEN;2008;;Luc Besson,Robert Mark Kamen,;Liam Neeson,Maggie Grace,Leland Orser,Jon Gries,;A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.;English, French, Albanian, Arabic;France;7.9;93;true
WAITING IN BEIJING;2008;;Alan Zhang,;Kelly Nyks,Steph Song,Tala Ashe,Ting Ting Hu,;George, an American young man who comes to Beijing to wait for his Iraqi girl friend Nadia. He meets Judy, a Chinese girl who shows him around the city. Later when George is heartbroken by ...;English, Mandarin;China;3.8;0;true
LE NOUVEAU PROTOCOLE;2008;;N/a,;Clovis Cornillac,Thomas Vincent,;N/A;French;France;0.0;26;true
L'ELU DU DESTIN;0;null;null;null;null;null;null;0.0;0;false
SAGAN;2008;;Diane Kurys,Claire Lemaréchal,Martine Moriconi,;Sylvie Testud,Pierre Palmade,Jeanne Balibar,Arielle Dombasle,;France, 1950s. From the Quartier Latin to Saint-Tropez via New York, a young Parisienne becomes the icon of a whole generation. In 1954, 19-year-old Francoise Sagan shot to fame with her ...;French;France;6.2;180;true
LA PERSONNE AUX DEUX PERSONNES;0;null;null;null;null;null;null;0.0;0;false
CASH;2007;;Vishal Dadlani (lyrics),Panchhi Jalonvi (lyrics),Anubhav Sinha (dialogues),Vinay (story),Yash (story),;Ajay Devgn,Sunil Shetty,Zayed Khan,Riteish Deshmukh,;Three unique diamonds. Two teams of thieves. One big heist that spins out into a battle for the ultimate eternal prize: Cash.;Hindi, Urdu;India;3.4;137;true
GO FAST;2008;;Bibi Naceri (scenario And Dialogue),Jean-marc Souvira (scenario And Dialogue),Emmanuel Prévost (scenario And Dialogue),;Roschdy Zem,Olivier Gourmet,Jocelyn Lagarrigue,Julie Durand,;Marek, a crime squad officer, sets out to avenge the death of his partner and best friend, who was killed by drug traffickers. He asks for a posting to a new undercover unit created to ...;French, Spanish, English;France;5.8;110;true
LE PETIT LIEUTENANT;2005;;Xavier Beauvois (scenario),Guillaume Bréaud (scenario),Jean-eric Troubat (scenario),Cédric Anger (collaboration),Xavier Beauvois (adaptation),Guillaume Bréaud (adaptation),;Nathalie Baye,Jalil Lespert,Roschdy Zem,Antoine Chappey,;A rookie policeman from provincial Le Havre volunteers for the high pressure Parisian homicide bureau and is assigned to a middle-aged woman detective.;French, Polish, Russian;France;6.9;110;true
SNOW WHITE;2012;;Pablo Berger,;Daniel Giménez Cacho,Ramón Barea,Inma Cuesta,Ángela Molina,;A twist on the Snow White fairy tale that is set in 1920s Seville and centered on a female bullfighter.;Spanish;Spain, Belgium, France;7.5;104;true
IL NE FAUT JURER DE RIEN;1983;;Pascale Ferran,Philippe Le Guay,Christian Vincent,;Fabrice Luchini,Virginie Thévenet,Jean-françois Torre,Françoise Viallon,;N/A;French;France;0.0;15;true
DANS LES CORDES;0;null;null;null;null;null;null;0.0;0;false
LETTRES D'UN TUEUR;0;null;null;null;null;null;null;0.0;0;false
L'IVRESSE DU POUVOIR/LA COMEDIE DU POUVOIR;0;null;null;null;null;null;null;0.0;0;false
DIALOGUE AVEC MON JARDINIER;0;null;null;null;null;null;null;0.0;0;false
CABARET PARADIS;2006;;Corinne Benizio,;Corinne Benizio,Gilles Benizio,Michel Vuillermoz,Christian Hecq,;Shirley and Dino, a couple of fairground entertainers, buy an old shaggy cabaret, which they desperately try to put back on its feet...;French;France;4.7;98;true
ON VA S'AIMER;2006;;Ivan Calbérac,;Julien Boisselier,Alexandra Lamy,Mélanie Doutey,Gilles Lellouche,;N/A;French;France;5.1;97;true
CHEMIN SANS ISSUE/LA CALIFORNIE;0;null;null;null;null;null;null;0.0;0;false
LA MAISON DU BONHEUR;2006;;Dany Boon,;Dany Boon,Michèle Laroque,Daniel Prévost,Zinedine Soualem,;On a mission to loosen up, a miser's sets about buying a house in the country for his family.;French;France;5.5;0;true
MICHOU D'AUBER;2007;;Jean Cosmos,Thomas Gilou,Messaoud Hattau,;Gérard Depardieu,Nathalie Baye,Mathieu Amalric,Samy Seghir,;Set in France during the struggle for Algerian independence, Messaoud's mother is terminally ill and his father, needing to work long hours in the factory, can't look after him, so decides ...;French;France;6.6;124;true
CHANTRAPAS;2010;;Otar Iosseliani,;Dato Tarielachvili,Tamuna Karumidze,Fanny Gonin,Givi Sarchimelidze,;Nicolas is an artist, a filmmaker who merely wants to express himself and whom everyone wishes to reduce to silence. When he first starts out in Georgia, the "ideologists" hope to gag him, ...;French, Georgian;France, Georgia;6.0;122;true
SWEET VALENTINE;2009;;Vanessa David,Emma Luchini,;Vincent Elbaz,Vanessa David,Louise Bourgoin,Gilles Cohen,;N/A;French;France;4.9;85;true
JE VAIS TE MANQUER;2009;;Amanda Sthers,;Carole Bouquet,Pierre Arditi,Anne Marivin,Patrick Mille,;N/A;French;France;5.1;0;true
PROTEGER ET SERVIR;0;null;null;null;null;null;null;0.0;0;false
LE SENTIMENT DE LA CHAIR;0;null;null;null;null;null;null;0.0;0;false
TOUT CE QUI BRILLE;2010;;Hervé Mimran,Géraldine Nakache,;Leïla Bekhti,Géraldine Nakache,Virginie Ledoyen,Linh Dan Pham,;Who has never been ashamed of Mom's new hairdo, Dad's bad jokes, that velvet couch in the living room, a childhood friend who obviously doesn't get it? Lila and Ely live just the other side...;French;France;6.1;100;true
MEME PAS MORT;0;null;null;null;null;null;null;0.0;0;false
NODAME CANTABILE 1;0;null;null;null;null;null;null;0.0;0;false
SCUSA MA TI VOGLIO;2010;;Chiara Barzini (screenplay),Luca Infascelli (screenplay),Federico Moccia,;Raoul Bova,Michela Quattrociocche,Francesco Apolloni,Luca Angeletti,;The love between Alex, a mature successful advertising agent, and Niki, now twenty, continues to deepen and blossom. It has now been three years since they vowed to love each other forever ...;Italian;Italy;5.4;106;true
TOURNEE;0;;N/a,;Gerhart Lippert,Albert Venohr,Edith Schultze-westrum,Harry Wüstenhagen,;N/A;German;West Germany;8.6;60;true
THE WOMAN WHO DREAMT OF A MAN;0;null;null;null;null;null;null;0.0;0;false
MON FILS A MOI/JE T'AIME TANT;0;null;null;null;null;null;null;0.0;0;false
LE HUITIEME PECHE;0;null;null;null;null;null;null;0.0;0;false
QUATRE ETOILES;2006;;Olivier Dazat (scenario And Dialogue),Christian Vincent (scenario And Dialogue),;José Garcia,Renée Le Calm,Isabelle Carré,Raymond Gil,;Franssou, a charming Parisian English teacher, who shares part of her life with a boring middle-aged lover, dreams of another life. So, when she unexpectedly inherits 50,000 euros, she ...;French;France;5.6;106;true
DU JOUR AU LENDEMAIN;2006;;Olivier Dazat,Philippe Le Guay,;Benoît Poelvoorde,Bernard Bloch,Anne Consigny,Constance Dollé,;N/A;French, Spanish;France;5.5;93;true
SHAADI NÂ°1;0;null;null;null;null;null;null;0.0;0;false
AIDE-TOI, LE CIEL T'AIDERA;2008;;François Dupeyron (scenario And Dialogue),;Félicité Wouassi,Claude Rich,Elizabeth Oppong,Ralph Amoussou,;N/A;French;France;6.6;94;true
LES REGRETS;0;null;null;null;null;null;null;0.0;0;false
LA SAINTE VICTOIRE;0;null;null;null;null;null;null;0.0;0;false
PRETE MOI TA MAIN/RENT A WIFE;0;null;null;null;null;null;null;0.0;0;false
TOUS FRAIS PAYES;2007;;Jean-luc Estebe,Aline Issermann,Brice-pascal Renault,;Alexandra Lamy,Bruno Salomone,Claudia Cardinale,Isabelle Gélinas,;N/A;French;France;5.1;92;true
MUNICH;2005;;Tony Kushner (screenplay),Eric Roth (screenplay),George Jonas (book),;Eric Bana,Daniel Craig,Ciarán Hinds,Mathieu Kassovitz,;Based on the true story of the Black September aftermath, about the five men chosen to eliminate the ones responsible for that fateful day.;English, German, French, Hebrew, Arabic, Italian, Greek, Russian;France, Canada, USA;7.6;164;true
LE CONCILE DE PIERRE;0;null;null;null;null;null;null;0.0;0;false
JE VAIS BIEN;0;null;null;null;null;null;null;0.0;0;false
SOLIDAIRE;0;null;null;null;null;null;null;0.0;0;false
L'ARNACOEUR / HEARTBREAKER;0;null;null;null;null;null;null;0.0;0;false
LA FETE DES VOISINS;2010;;David Haddad,;David Haddad,Marie-lorna Vaconsin,Philippe Stellaire,Alain Floret,;N/A;French;France;0.0;85;true
VIPERE AU POING;0;null;null;null;null;null;null;0.0;0;false
QUAND JE SERAI STAR;2004;;Yvan Fahl,Patrick Mimouni,Frédéric Strauss,;Arielle Dombasle,Yvan Fahl,Eva Ionesco,Pierre-loup Rajot,;N/A;French;France;4.5;114;true
A VENTRE OUVERT;0;null;null;null;null;null;null;0.0;0;false
ENRAGE;2012;;Sandrine Bonnaire (scenario),Jérôme Tonnerre (scenario),;William Hurt,Alexandra Lamy,Augustin Legrand,Jalil Mehenni,;Touched to the depths of his being by the death of his child in a car accident nine years earlier, Jacques has lost his bearings. For this loss is all the more difficult to stand as Jacques...;French;France, Belgium;6.1;98;true
KIDDIE RIDE;0;null;null;null;null;null;null;0.0;0;false
ILLUMINATIS;0;null;null;null;null;null;null;0.0;0;false
CLOWN;2014;;Christopher D. Ford (screenplay),Jon Watts (screenplay),;Eli Roth,Peter Stormare,Laura Allen,Elizabeth Whitmere,;A loving father finds a clown suit for his son's birthday party, only to realize the suit is part of an evil curse that turns its wearer into a killer.;English;USA, Canada;5.7;100;true
A L'ORIGINE;2010;;Robin Aubert,;Trystan Bouthillier,Richard Robitaille,Patrick Hivon,Julie Chartré,;A disturbed young man pairs up with his grumpy grandfather for a road trip in search of his father who left town after digging up the corpse of his wife.;French;Canada;6.8;115;true
COMMIS D'OFFICE;2009;;Hannelore Cayre (novel),Hannelore Cayre (screenplay),;Roschdy Zem,Jean-philippe Écoffey,Mathias Mlekuz,Sophie Guillemin,;At the age of forty, Antoine Lahoud is still defending petty criminals who are entitled only to legal aid. He still has a quixotic notion of his mission but, lately, his little income and ...;French, English;France;5.4;88;true
LES PETITS PRINCES;2013;;Matthieu Gompel (screenplay),Vianney Lebasque (screenplay),;Paul Bartel,Reda Kateb,Eddy Mitchell,Samy Seghir,;N/A;French;France;6.2;86;true
LE PREMIER HOMME;0;null;null;null;null;null;null;0.0;0;false
LA CROISIERE;2011;;Jeanne Le Guillou,Pascale Pouzadoux,;Charlotte De Turckheim,Line Renaud,Marilou Berry,Antoine Duléry,;N/A;N/A;France;4.0;100;true
ET SOUDAIN TOUT LE MONDE ME MANQUE;0;null;null;null;null;null;null;0.0;0;false
ECOUTE LE TEMPS;0;null;null;null;null;null;null;0.0;0;false
APRES LUI;2007;;Christophe Honoré,Gaël Morel,;Catherine Deneuve,Thomas Dumerchez,Guy Marchand,Élodie Bouchez,;A woman (Catherine Deneuve) becomes obsessed with her son's best friend after her child dies in a car accident.;French;France;5.8;94;true
LA VIE EN ROUGE;2013;;Nicolas Lévy-beff,;David Migeot,;At the end of the Second World War, in the emerging context from the cold war, the French communist party appears as the first rampart at the American imperialism. In this ideological ...;French;France;0.0;52;true
L'INFILTRE;2011;;Giacomo Battiato (scenario),Philippe Rondot (idea),Jacques Massey (collaboration),Giacomo Battiato (dialogue),Carlo De Boutiny (dialogue),;Jean-françois Balmer,Jacques Gamblin,Hélène De Saint-père,Laurent Lucas,;Early 1980, French secret services recruit a young Palestinian militant to infiltrate an actif Palestinian organization.;French, Arabic;France;6.9;105;true
AGATHE CLERY;2008;;Étienne Chatiliez,Laurent Chouchan,Yolande Zauberman (idea),;Valérie Lemercier,Anthony Kavanagh,Dominique Lavanant,Isabelle Nanty,;Agathe Cléry is a hard working and modern marketing manager from a cosmetics company, specialized in clear skin. Her colleagues find her snob, strict, and they know she's a racist. One day ...;French;France;4.7;113;true
L'HEURE D'ETE / (SOUVENIRS DU VALOIS);0;null;null;null;null;null;null;0.0;0;false
DE LA GUERRE;1918;;N/a,;N/a,;N/A;French;France;4.8;0;true
LA FRONTIERE DE L'AUBE;0;null;null;null;null;null;null;0.0;0;false
SEULS TWO;2008;;Eric Judor (scenario),Ramzy Bedia (scenario),Lionel Dutemple (scenario),Philippe Lefebvre (scenario),Hafid F. Benamar (gagman),;Ramzy Bedia,Eric Judor,Hafid F. Benamar,Élodie Bouchez,;Everybody in Paris has vanished exept a clueless cop and the robber he's being pursuing for years.;French;France;5.3;94;true
LA DECOUVERTE DU MONDE;0;null;null;null;null;null;null;0.0;0;false
LE COUT DE LA VIE;0;null;null;null;null;null;null;0.0;0;false
PAR SUITE D'UN ARRET DE TRAVAIL;2008;;Frédéric Andréi,Jean-loup Dabadie (screenplay),Nolwenn Lemesle,Isabelle Texier,;Patrick Timsit,Charles Berling,Dominique Blanc,Sophie Quinton,;N/A;French;France;5.4;0;true
INTRUSIONS;2008;;Emmanuel Bourdieu,Marcia Romano,;Natacha Régnier,Denis Podalydès,Amira Casar,Jacques Weber,;To free herself from the clutches of her bossy father, Pauline de Saché, a rich heiress, throws herself into the arms of François Lebrun, a humble employee. Once Pauline finds she is ...;French;France;4.3;96;true
CLIENTE;2004;;Pierre Assouline (novel),Pierre Boutron (adaptation),;Francis Huster,Micheline Presle,François Marthouret,Michel Robin,;N/A;French;France;6.8;90;true
LA TROISIEME PARTIE DU MONDE;2008;;Eric Forestier,;Clémence Poésy,Gaspard Ulliel,Eric Ruf,Maya Sansa,;Love draws a woman into unknown dimensions in this drama from France. Emma (Clemence Poesy) is a real estate salesperson who is visiting an airport when she meets Francois (Gaspard Ulliel),...;French;France;5.6;105;true
THE BOOK OF SECRET;0;null;null;null;null;null;null;0.0;0;false
SKATE OR DIE;2008;;Clelhio Favretto,Chris Nahon (screenplay),Chris Nahon (story),;Mickey Mahut,Idriss Diop,Elsa Pataky,Philippe Bas,;When they happen to witness the murder of a drug dealer in an underground car park, Jerome and Benjamin, teenagers from the suburbs, need all their wits - but more importantly their ...;French;France;4.0;92;true
NUIT ET JOUR;0;null;null;null;null;null;null;0.0;0;false
LA JOCONDE A DISPARU;0;null;null;null;null;null;null;0.0;0;false
LE PLAISIR DE CHANTER;0;null;null;null;null;null;null;0.0;0;false
UN HEUREUX EVENEMENT;0;null;null;null;null;null;null;0.0;0;false
TU SERAS MON FILS;0;null;null;null;null;null;null;0.0;0;false
INTOUCHABLES;2011;;Olivier Nakache,Eric Toledano,;François Cluzet,Omar Sy,Anne Le Ny,Audrey Fleurot,;After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.;French, English;France;8.6;112;true
VIOLETA SE FUE A LOS CIELOS;0;null;null;null;null;null;null;0.0;0;false
LES EMOTIFS ANONYMES;0;null;null;null;null;null;null;0.0;0;false
STELLA;0;;Michael Ian Black,Michael Showalter,David Wain,;Michael Ian Black,Michael Showalter,David Wain,Heidi Neurauter,;A sketch comedy show that follows the absurd adventures of Michael, Michael and David.;English;USA;8.1;30;true
LES PRINCES DE LA NUIT;2010;;Patrick Levy,;Arthur Jugnot,Dany Verissimo-petit,Arnaud Gidoin,Jean-philippe Ricci,;A young man decided after paying his duty to the society decide to change his life and to become a filmmaker. Only one problem : he's nobody, works for a gangster and doesn't know the ...;French;France;0.0;90;true
LES PLAGES D'AGNES;0;null;null;null;null;null;null;0.0;0;false
C'EST TOUJOURS MIEUX QUAND ON SOURIT SUR LA PHOTO;0;null;null;null;null;null;null;0.0;0;false
LA PANTHERE ROSE 2;0;null;null;null;null;null;null;0.0;0;false
MA FILLE A 15 ANS;0;null;null;null;null;null;null;0.0;0;false
LOST IN LOVE;2006;;Chang-min Choo,;Hang-seon Jang,Ki-woo Lee,Kyung-gu Sol,Yun-ah Song,;N/A;Korean;South Korea;6.2;115;true
SOIT JE MEURS SOIT JE VAIS MIEUX;0;null;null;null;null;null;null;0.0;0;false
L'EMPREINTE DE L'ANGE;2004;;Jérôme Camut,Christophe Reynaud,;Marie-christine Barrault,Christian Charmetant,Thierry Frémont,Héléna Noguerra,;N/A;French;France;0.0;13;true
LES LIENS DU SANG;2007;;Matthieu Savignac (scenario,Adaptation And Dialogue),Pascal Fontanille (participation),;Pierre Arditi,Iván González,Serge Gisquière,Didier Bezace,;N/A;French;France;6.1;110;true
AINOUR;0;null;null;null;null;null;null;0.0;0;false
LE VOLEUR DE SOUVENIRS;0;null;null;null;null;null;null;0.0;0;false
UN HOMME PERDU;2007;;Danielle Arbid,;Melvil Poupaud,Alexander Siddig,Darina El Joundi,Yasmine Lafitte,;UN HOMME PERDU stars Melvil Poupaud as Thomas Koré, a French photographer who travels around the world for his research about extreme experiences. During his travels, he crosses paths with ...;French, English, Arabic;France;5.7;93;true
