title;year;genres;realisators;actors;synopsis;language;country;rate;duration;found
inconnu;1998;;Gérard Mordillat,Evelyne Pieiller,Raoul Ruiz,Valeria Sarmiento,;Ornella Muti,Charles Berling,Johan Leysen,Christian Vadim,;N/A;French;France;5.7;100;true
Antigone 34;0;;Brice Homs,Alexis Nolent,;Claire Borotra,Bruno Todeschini,Anne Le Nen,Aubert Fenoy,;N/A;French;France;6.7;52;true
le bon samaritain;2011;;Emmanuelle Sardou (scenario And Dialogue),Vincent Solignac (scenario And Dialogue),Alexandra Deman (original Story),;Laurent Gamelon,Bernadette Lafont,Michel Galabru,Patrick Bosso,;N/A;French;France;5.6;81;true
la baie d'alger;2012;;Louis Gardel (novel),Merzak Allouache (scenario),Louis Gardel (collaboration),;Catherine Jacob,Solal Forte,Anthony Sonigo,Margaux Châtelier,;N/A;French;France;6.4;0;true
L'amoureuse;1914;;N/a,;Gaston Michel,Georges Melchior,;N/A;N/A;France;0.0;0;true
Dimanche matin;2010;;N/a,;Esteban Carvajal-alegria,Guillaume Gouix,Annabelle Hettmann,Grégoire Leprince-ringuet,;N/A;N/A;N/A;0.0;20;true
Le reste du monde;2012;;Tom Frank (translation),Damien Odoul,;Aurélie Mestres,Marie-eve Nadeau,Judith Morisseau,Emmanuelle Béart,;N/A;French;France;5.4;82;true
Le dingue;1973;;Daniel Daërt,;Michel Creton,Christian Baltauss,Catherine Daert,Georges Guéret,;N/A;French;France;0.0;90;true
J'ai peur d'oublier;2011;;Fabienne Piel (novel),Catherine Ramberg,;Daniel Russo,Patrick Catalifo,Geneviève Fontanel,Juliet Lemonnier,;N/A;French;France;7.5;0;true
la redoute;0;null;null;null;null;null;null;0.0;0;false
Dis lui;2009;;Stéphanie Kalfon,;Fanchon Dut,Stéphan Guerin-tille,Judith Henry,;N/A;French;France;0.0;12;true
Calendrettes;0;null;null;null;null;null;null;0.0;0;false
M6 un diner presque parfait;0;null;null;null;null;null;null;0.0;0;false
Les vacances de Ducobu;0;null;null;null;null;null;null;0.0;0;false
Meurtre a la morgue;0;null;null;null;null;null;null;0.0;0;false
Un diner presque parfait;2008;;N/a,;N/a,;N/A;N/A;N/A;0.0;52;true
Slow city;0;null;null;null;null;null;null;0.0;0;false
La porte noire;0;null;null;null;null;null;null;0.0;0;false
Les momies de coptes;0;null;null;null;null;null;null;0.0;0;false
Shooting Montpel/Wood;0;null;null;null;null;null;null;0.0;0;false
C'était 1930, les femmes, les;0;null;null;null;null;null;null;0.0;0;false
Premier amour;1963;;Françoise Dumayet (adaptation),Ivan Turgenev,;Fabrice Rouleau,Marie Dubois,José Luis De Vilallonga,Hélène Duc,;N/A;French;France;0.0;0;true
Sud de France;2013;;N/a,;Sandra Sur,Thibault Tauran,;N/A;French;France;0.0;1;true
Films sur la ville de Montpellier;0;null;null;null;null;null;null;0.0;0;false
Tout n'est pas cirrhose mon;0;null;null;null;null;null;null;0.0;0;false
Projet APOKA;0;null;null;null;null;null;null;0.0;0;false
HOMO'STORY;0;null;null;null;null;null;null;0.0;0;false
vestiaire;2011;;Martijn Kramp,Chantal Jongman,;Alwin Pulinckx,Sarah Vink,;N/A;N/A;N/A;0.0;0;true
CFE-CGC métallurgie;0;null;null;null;null;null;null;0.0;0;false
la ville autrement;0;null;null;null;null;null;null;0.0;0;false
De Profondis;0;null;null;null;null;null;null;0.0;0;false
MICHAEL KOHLHAAS;1969;;N/a,;Rolf Boysen,Alfred Schieske,Wilhelm Borchert,Wolfgang Büttner,;Based on the short story by Heinrich von Kleist (1777-1811), this TV mini-series tells of a horse trader who is cheated out of a couple of black horses by crooked Junker Wenzel von Tronka (...;German;West Germany;7.5;0;true
Une Jeunesse française;0;null;null;null;null;null;null;0.0;0;false
Bir Hakeim;2014;;Sarah-lou Lemaitre,;Annabelle Hettmann,Isaïe Sultan,;N/A;French;France;0.0;0;true
One spot one shot;0;null;null;null;null;null;null;0.0;0;false
BIG Jump;2000;;N/a,;Angie Greaves,;Documentary highlighting the annual carnival in Trinidad, as witnessed by three British based Trinidadians.;N/A;N/A;0.0;30;true
Rock n roll over;2012;;Prieu Benjamin,Didier Deveney,Enguerran Prieu,;Dario Argento,Xavier Bonastre,Dave Brock,Thomas Cavaillé,;N/A;English;UK, France;7.6;0;true
Loin du Gouffre;0;null;null;null;null;null;null;0.0;0;false
citroen;1967;;Pedro Masó,Rafael J. Salvia (story),Rafael J. Salvia (screenplay),;Gracita Morales,José Luis López Vázquez,Rafaela Aparicio,Juanjo Menéndez,;N/A;Spanish;Spain;4.8;87;true
COLAS;1910;;Segundo De Chomón (screenplay),Segundo De Chomón (story),;N/a,;N/A;N/A;Spain;5.6;0;true
Tournage;2001;;N/a,;Christophe Gans,Lionel Steketee,Dan Laustsen,Didier Lavergne,;Follow Christophe Gans through the difficulties of the making of "Pacte des loups, Le" (2001). Nature played an interesting part in the film, but it's also the main problem behind the ...;French, English;France;4.5;85;true
tournage étudiant;0;null;null;null;null;null;null;0.0;0;false
smoking oldness;0;null;null;null;null;null;null;0.0;0;false
detours de France;0;null;null;null;null;null;null;0.0;0;false
antigone 34;0;;Brice Homs,Alexis Nolent,;Claire Borotra,Bruno Todeschini,Anne Le Nen,Aubert Fenoy,;N/A;French;France;6.7;52;true
photo pour le polygone;0;null;null;null;null;null;null;0.0;0;false
planet b-boy;2007;;N/a,;Mr. Freeze,Luis Mateo,Skwall,Prince Ken Swift,;Jumping continents and crossing cultures, "Planet B-Boy" looks at the history of breakdancing and its vibrant resurgence in urban cultures around the world.;English;USA;7.8;95;true
secret story;0;;N/a,;Benjamin Castaldi,Martin Médus,Florine Acquisto,Capucine Anav,;N/A;French;France;4.0;0;true
pauline détective;2012;;Marc Fitoussi,;Sandrine Kiberlain,Audrey Lamy,Claudio Santamaria,Antoine Chappey,;After being dumped by her boyfriend, Pauline lets herself be dragged along by her sister to a luxurious hotel on the Italian riviera. Instead of indulging in the pleasures of loungeing ...;French, Italian;France, Belgium;5.4;101;true
get wild;2014;;N/a,;Dustin Tavella,;N/A;English;USA;0.0;0;true
sur terre;1998;;Denis Villeneuve,;Paule Baillargeon,Emmanuel Bilodeau,Pascale Bussières,R. Craig Costin,;Young Simone gets hit by a near fatal car crash, and as she questions her mortality, she also decides to have a baby. Her candidate for a father is her best friend Phillipe who happens to ...;French, English;Canada;7.0;88;true
LEGRIA;0;null;null;null;null;null;null;0.0;0;false
artfx;0;null;null;null;null;null;null;0.0;0;false
festival hip hop;0;null;null;null;null;null;null;0.0;0;false
home and garden;0;null;null;null;null;null;null;0.0;0;false
toute une histoire;2003;;Jean Rousselot,Annie Saumont (short Story),;Lionel Abelanski,Isabelle Carré,Danièle Lebrun,Christine Armani,;N/A;French;France;6.3;18;true
il est parti dimanche;0;null;null;null;null;null;null;0.0;0;false
candice renoir;0;;N/a,;Cécile Bois,Raphaël Lenglet,Clara Antoons,Etienne Martinelli,;N/A;French;France;6.3;0;true
les montgolfières du sud;0;null;null;null;null;null;null;0.0;0;false
l'autre;2008;;Patrick-mario Bernard,Pierre Trividic,;Dominique Blanc,Peter Bonke,Cyril Guei,Anne Benoît,;Anne-Marie leaves Alex. Unlike him, who would like to lead a real married life, she wants to protect her freedom...;N/A;N/A;6.5;1;true
volkswagen;2000;;Craig Anderson,Bryan Moses,;Craig Anderson,Don Hany,Anthony Hayes,Bryan Moses,;N/A;English;Australia;6.3;7;true
greenpeace;2011;;Jean Michel De Alberti,Thierry De Lestrade,;Annette Rizzo,Rex Weyler,Barbara Stowe,Robert Stowe,;Although powerful now, at the start Greenpeace was just a small group of hippies, motivated by their vision of a green and peaceful world. Through unpublished archive footage and interviews...;English, French;France;6.8;52;true
le ruban rouge;0;null;null;null;null;null;null;0.0;0;false
la rumeur;1997;;Dominique Fabre,;Christine Boisson,Roger Miremont,François-régis Marchasson,Alain Payen,;N/A;N/A;N/A;0.0;1;true
mère de nikola karabatic;0;null;null;null;null;null;null;0.0;0;false
interview karabatic mère;0;null;null;null;null;null;null;0.0;0;false
valorisation de montpellier;0;null;null;null;null;null;null;0.0;0;false
projet pédagogique;0;null;null;null;null;null;null;0.0;0;false
toasted;2011;;Rebecca Norris,Kevin Resnick,;Rebecca Norris,Kevin Resnick,Sheila Daley,Nathan Rulf,;A TV commercial director finds her shoot interrupted by a surprisingly uncooperative talent.;English;USA;0.0;0;true
ligne de vie;2003;;Serge Avedikian,Raymond Delvax (short Story),;Bernard Ballet,;N/A;French;France;7.6;12;true
Congrés international de l'orientation;0;null;null;null;null;null;null;0.0;0;false
faites entrée l'accusé;0;null;null;null;null;null;null;0.0;0;false
pentito;0;null;null;null;null;null;null;0.0;0;false
l'échappée;1998;;Roger Guillot,Josiane Maisse,;Olivier Achard,Caroline Babiarczyk,Hervé Brize,Brigitte Buc,;N/A;N/A;N/A;0.0;1;true
c'est pas sorcier;0;;Frédéric Courant,Jamy Gourmaud,;Frédéric Courant,Jamy Gourmaud,;N/A;French;France;8.4;26;true
Le procès;2006;;Anne Giafferi,Catherine Moinot,Christiane Spiero,;Sandrine Bonnaire,Anouk Grinberg,Juliette Lamboley,Nathalie Besançon,;N/A;French;France;7.0;88;true
France 5 - la maison France 5;0;null;null;null;null;null;null;0.0;0;false
Petite oeuvre multimédia;0;null;null;null;null;null;null;0.0;0;false
Reggae Time;0;null;null;null;null;null;null;0.0;0;false
la curieuse histoire sans cuillère;2013;;Mathilde Fénétrier,Guillaume Levil,;Jean Guillon,Anne Lemoël,Frédéric Radepont,Hervé Terrisse,;Two night birds meet and spend an odd night together.;French;France;0.0;14;true
sur TF1 portrait d'une policière municipale;0;null;null;null;null;null;null;0.0;0;false
Métropolis;1927;;Thea Von Harbou (screenplay),Thea Von Harbou (novel),;Alfred Abel,Gustav Fröhlich,Rudolf Klein-rogge,Fritz Rasp,;In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.;German;Germany;8.3;153;true
Séquelle;0;null;null;null;null;null;null;0.0;0;false
BAD MOOD;2012;;Olivier Parthonnaud,;Marine Andremont,Gilles Bellomi,Robert Benitah,Charlotte Blanchet,;A retired cop witnesses a drug deal during a fashion show, between the Russian mafia and models.;French;France;0.0;0;true
je n'y crois pas;0;null;null;null;null;null;null;0.0;0;false
jack;1996;;James Demonaco,Gary Nadeau,;Robin Williams,Diane Lane,Brian Kerwin,Jennifer Lopez,;Because of an unusual aging disorder that has aged him four times faster than a normal human being, a boy enters the fifth grade for the first time with the appearance of a 40 year old man.;English, Spanish;USA;5.7;113;true
travaux de rénovation toiture cathédrale st pierre;0;null;null;null;null;null;null;0.0;0;false
Vidéo L'ENT;0;null;null;null;null;null;null;0.0;0;false
spot Honda;0;null;null;null;null;null;null;0.0;0;false
n'importe qui;2008;;Philippe Pouchain,Yves Riou,;Hélène Desproges,Pierre Desproges,Jean-louis Fournier,Philippe Meyer,;N/A;French;France;0.0;80;true
l'eau;1966;;N/a,;N/a,;N/A;French;France;5.8;1;true
vélonnagg;0;null;null;null;null;null;null;0.0;0;false
run rabbit run;2003;;Dragan Nikolic,Pavle Vuckovic,;Kalina Kovacevic,Viktor Savic,Lazar Simovic,;N/A;N/A;Federal Republic of Yugoslavia;7.7;0;true
la grande boucle;0;null;null;null;null;null;null;0.0;0;false
film publicitaire CNC;0;null;null;null;null;null;null;0.0;0;false
top chef 4;0;null;null;null;null;null;null;0.0;0;false
les équipes derrières les équipes;0;null;null;null;null;null;null;0.0;0;false
Digi World Summit;0;null;null;null;null;null;null;0.0;0;false
house hunters international;0;;N/a,;Suzanne Whang,;Home hunters and their realtors check out all sorts of architectural styles and work through the idiosyncrasies of buying real estate in other countries.;English;USA;7.1;30;true
lexus;2001;;N/a,;Lexus Locklear,Heather Hunter,Leslie Glass,Kobe Tai,;N/A;English;USA;6.3;240;true
meet the myth;0;null;null;null;null;null;null;0.0;0;false
LUNE DE MIEL;1985;;Robert Geoffrion (english Dialogue),Patrick Jamain,Philippe Setbon (screenplay),Philippe Setbon (story),Louise Vincent (english Dialogue),;Nathalie Baye,John Shea,Richard Berry,Marla Lukofsky,;A Frenchwoman in Manhattan, in danger of being deported because of her relationship with a recently arrested drug offender, enters into a marriage of convenience with a stranger that is ...;English, French;Canada, France;4.4;98;true
France télécom;0;null;null;null;null;null;null;0.0;0;false
les vacances du petit nicolas;0;null;null;null;null;null;null;0.0;0;false
crédit agricole;0;null;null;null;null;null;null;0.0;0;false
le dernier coup de marteau;2014;;Alix Delaporte (screenplay),Alain Le Henry (adaptation),;Romain Paul,Clotilde Hesme,Grégory Gadebois,Candela Peña,;A 13-year old boy who lives with his single sick mom in a trailer near the beach, comes in contact with the father he never knew when the man performs as a conductor at the local music theater.;French, Spanish;France;6.5;82;true
ARKHAM;2011;;Bob Kane (character Created By: Batman),Paul Crocker (lead Narrative Designer),Paul Dini (story),Paul Crocker (story),Sefton Hill (story),;Kevin Conroy,Grey Griffin,Troy Baker,Kimberly Brooks,;When part of Gotham is turned into a private reserve for criminals, all hell is sure to break loose, and the Dark Knight is the only one who can stop it.;English;UK;9.6;0;true
CHOC;1982;;Robin Davis (adaptation),Alain Delon (adaptation),Jean-patrick Manchette (novel),Dominique Robelet (adaptation),Claude Veillot (adaptation),;Alain Delon,Catherine Deneuve,Philippe Léotard,Etienne Chicot,;After his last contract, the hitman Martin "Christian" Terrier tells his only friend Michel that he will retire, however Michel advises that the Organization will never let him go. ...;French;France;5.6;100;true
heureux;2006;;Stéphane Lapointe,;Gilbert Sicotte,Marc Paquet,Catherine De Léan,Marie Gignac,;N/A;French;Canada;6.4;101;true
fils;1994;;Nicole Garcia (story),Nicole Garcia,François Dupeyron,Jacques Fieschi,;Gérard Lanvin,Bernard Giraudeau,Jean-marc Barr,Roberto Herlitzka,;Nicole Garcia's film shows a family through an adult man's figure, and his weekdays. The main character is one of the sons of an old and ill man who is in hospital nowadays. The father has ...;French;France;6.5;99;true
EPIC TALE;2003;;Kyle Gilman,Jennie Tarr (additional Writing),;Kyle Gilman,Dan Rosenthal,Ashley Fox Linton,Jennie Tarr,;"The Epic Tale of Kalesius and Clotho" is a deadpan farce about the many forms of obsession and a hilarious chronicle of the first filmmaker to make a movie based on Koufos' ancient Greek ...<a href="//m.imdb.com/title/tt0381167/plotsummary?ref_=m_tt_ov_pl">;English;USA;7.7;27;true
coupez ça tourne;0;null;null;null;null;null;null;0.0;0;false
bilan patrimoine;0;null;null;null;null;null;null;0.0;0;false
play ground;2010;;N/a,;Ryan Gretz,Travis Gretz,Layana Keck,;A poetic documentary exploring violence in childhood using the playground as a reference for the world at large.;English;USA;0.0;4;true
l'échappée laide;0;null;null;null;null;null;null;0.0;0;false
just want to be a hero;0;null;null;null;null;null;null;0.0;0;false
projet balcany;0;null;null;null;null;null;null;0.0;0;false
running redlight;0;null;null;null;null;null;null;0.0;0;false
ce n'est qu'un jeu;0;null;null;null;null;null;null;0.0;0;false
sport xtr'm;0;null;null;null;null;null;null;0.0;0;false
barbara;2012;;Christian Petzold (screenplay),Harun Farocki (collaborator On Screenplay),;Nina Hoss,Ronald Zehrfeld,Rainer Bock,Christina Hecke,;A doctor working in 1980s East Germany finds herself banished to a small country hospital.;German;Germany;7.1;105;true
AMASIA;2011;;Randy Bell,Eric V. Hachikian,;N/a,;VOYAGE TO AMASIA is a feature length documentary based around Eric Hachikian's piano trio of the same name...;N/A;N/A;0.0;1;true
écrivain;1991;;N/a,;Pablo Pérez,;N/A;French;France;7.0;4;true
récréation;1895;;N/a,;N/a,;N/A;N/A;France;4.8;1;true
COPIER COLLER;0;null;null;null;null;null;null;0.0;0;false
entre les clous;0;null;null;null;null;null;null;0.0;0;false
portrait de gilles Clément (paysagiste);0;null;null;null;null;null;null;0.0;0;false
100% mag;0;null;null;null;null;null;null;0.0;0;false
10 ans du refuge;0;null;null;null;null;null;null;0.0;0;false
LE PASSAGER;1997;;Dominic Bachy,Gérard Grenier,;Dieudonné,Jean-christophe Bouvet,Thierry Mayard,;'Manx' has just left jail and starts to wander along the road. His black badly-shaved skin and his worrying eyes arouse mistrust, moreover TV and newspaper all speak about a serial killer ...;French;France;6.8;21;true
SANS RELACHE;2010;;N/a,;Pierre Barillet,Claude Lemesle,Pascal Ory,Alain Riou,;N/A;N/A;N/A;0.0;90;true
DERNIERE COURSE;2009;;Lorenzo Paillaud,;Einat Avital,Eric Da Costa,Lorenzo Paillaud,;A courier riding his bike through Paris appears to be obsessed with a woman's face. He sees this woman everywhere and tries to join her.;French;France;0.0;10;true
métamorphoses;2014;;Christophe Honoré (screenplay),Ovid (book),;Amira Akili,Sébastien Hirel,Mélodie Richard,Damien Chapelle,;A girl is approached by a strange boy outside her high school. He asks her to follow him to hear stories where gods fall in love with human beings.;French;France;5.4;102;true
AMERICAN FAST FOOD;0;null;null;null;null;null;null;0.0;0;false
CA COMMENCE AUJOURD'HUI;0;null;null;null;null;null;null;0.0;0;false
LA PATERNITE;0;null;null;null;null;null;null;0.0;0;false
URBAN OUTFITTERS;0;null;null;null;null;null;null;0.0;0;false
FOU LE FAYA;0;null;null;null;null;null;null;0.0;0;false
EUROPCAR;0;null;null;null;null;null;null;0.0;0;false
REMANENCES;0;null;null;null;null;null;null;0.0;0;false
DIABOLUS IN MUSICA;0;null;null;null;null;null;null;0.0;0;false
MONTPELLIER BOP A LULA SET&MATCH;0;null;null;null;null;null;null;0.0;0;false
4 MARIAGES POUR 1 LUNE DE MIEL;0;null;null;null;null;null;null;0.0;0;false
4 mariages pour 1 lune de miel ;0;null;null;null;null;null;null;0.0;0;false
CITROEN;1967;;Pedro Masó,Rafael J. Salvia (story),Rafael J. Salvia (screenplay),;Gracita Morales,José Luis López Vázquez,Rafaela Aparicio,Juanjo Menéndez,;N/A;Spanish;Spain;4.8;87;true
NI DIEU NI PRISON;2014;;Romain Laguna,;Élodie Navarre,Chloé Coulloud,Ouassini Embarek,;N/A;French;France;0.0;0;true
LES ASSOIFFES (CM);0;null;null;null;null;null;null;0.0;0;false
CRIMES;1989;;Woody Allen,;Bill Bernstein,Martin Landau,Claire Bloom,Stephanie Roth Haberle,;An ophthalmologist's mistress threatens to reveal their affair to his wife, while a married documentary filmmaker is infatuated by another woman.;English;USA;8.0;104;true
LE DERNIER COUP DE MARTEAU;2014;;Alix Delaporte (screenplay),Alain Le Henry (adaptation),;Romain Paul,Clotilde Hesme,Grégory Gadebois,Candela Peña,;A 13-year old boy who lives with his single sick mom in a trailer near the beach, comes in contact with the father he never knew when the man performs as a conductor at the local music theater.;French, Spanish;France;6.5;82;true
UN MONDE D'IMAGE;0;null;null;null;null;null;null;0.0;0;false
ECUMES;1991;;Stéphane Lopez,;Jessica Forde,Christophe Locatelli,Eric Villedary,;N/A;French;France;0.0;7;true
L'ASSISTANT;2015;;Jordan Tate,;Anne Parillaud,Alice Pol,Alexandra Lamy,Audrey Lamy,;A successful writer hires an assistant who turns out to be a mastermind serial killer and finally finds her creative inspiration through his crimes...;French;France;0.0;0;true
FOIRE INTERNATIONALE DE MONTPELLIER;0;null;null;null;null;null;null;0.0;0;false
RENAISSANCE;2006;;Alexandre De La Patellière (original Story),Matthieu Delaporte (original Story),Michael Katims (english Dialogue),Alexandre De La Patellière (adaptation),Jean-bernard Pouy (adaptation),Patrick Raynal (adaptation),Matthieu Delaporte (adaptation),;Daniel Craig,Romola Garai,Ian Holm,Kevork Malikyan,;In 2054, Paris is a labyrinth where all movement is monitored and recorded. Casting a shadow over everything is the city's largest company, Avalon, which insinuates itself into every aspect of contemporary life to sell its primary export -- youth and beauty. In this world of stark contrasts and rigid laws the populace is kept in line and accounted for.;English, French;France, UK, Luxembourg;6.8;105;true
VIE SAUVAGE;2014;;Okwari Fortin (book),Shahi'yena Fortin (book),Xavier Fortin (book),Cédric Kahn (screenplay),Nathalie Najem (screenplay),Laurence Vidal (book),;Mathieu Kassovitz,Céline Sallette,David Gastou,Sofiane Neveu,;Paco and Nora once were an ideally matched couple. Both loved nature, nomadic or semi-nomadic life and agreed to raise their children far from the corruption of the consumer society. But ...;French;Belgium, France;6.5;102;true
LA VIE SAUVAGE;2009;;Dominique Garing,Frédéric Goupil,Marie-pierre Muller (commentary),;Luise Bähr,André Dussollier,;On an ordinary farm, between the first buds of spring and the end of summer, our pets appear to live in peace and harmony. But if we look more closely, however tame these animals might be, ...;French;France, Germany;6.3;90;true
Mon Oncle;1958;;Jacques Lagrange (artistic Collaboration),Jean L'hôte (artistic Collaboration),Jacques Tati,;Jean-pierre Zola,Adrienne Servantie,Lucien Frégis,Betty Schneider,;Monsieur Hulot visits the technology-driven world of his sister, brother-in-law, and nephew, but he can't quite fit into the surroundings.;French;France, Italy;7.9;117;true
TROIS FRONTIERES;0;null;null;null;null;null;null;0.0;0;false
MIDI EN France;0;null;null;null;null;null;null;0.0;0;false
EXPO CHIHARU SHIOTA;0;null;null;null;null;null;null;0.0;0;false
PROJET MEDIA RADIO IDEM;0;null;null;null;null;null;null;0.0;0;false
groupe gravity;0;null;null;null;null;null;null;0.0;0;false
étude de cas ;0;null;null;null;null;null;null;0.0;0;false
JUKE BOX CHAMPIONS don't rock the jukebox;0;null;null;null;null;null;null;0.0;0;false
ROYAL CANIN;0;null;null;null;null;null;null;0.0;0;false
JUKE BOX CHAMPIONS run;0;null;null;null;null;null;null;0.0;0;false
FRENCH COLLECTION;0;;N/a,;Mark Franks,;N/A;English;UK;0.0;0;true
artdessens;0;null;null;null;null;null;null;0.0;0;false
COACH TRIP;0;;N/a,;Brendan Sheerin,;N/A;English;UK;6.8;0;true
NON ELLUCIDE;0;null;null;null;null;null;null;0.0;0;false
A QUI LA FAUTE;0;null;null;null;null;null;null;0.0;0;false
THE BALL;1999;;Chris Craps (script Doctor),Danny Deprez,Jean-claude Van Rijckeghem,;Martje Ceulemans,Ernst Löw,Jonas De Ro,Michael Pas,;Besides the stray dog Mingus, 11 year old Sophia has no real friends. She is pushed around by the "Beastie boys", a gang of street kids who have built an entire camp in the trees of a junk ...;Dutch;Belgium, Netherlands, Germany, France;5.2;90;true
OTH sur des charbons ardents;0;null;null;null;null;null;null;0.0;0;false
CELEBRITES CIMETIERES ST LAZARE;0;null;null;null;null;null;null;0.0;0;false
breakin' world series;0;null;null;null;null;null;null;0.0;0;false
TO THE OTHER SIDE;2010;;N/a,;Victor Grossman,;To the Other Side is a portrait of an American expatriate whose fear of imprisonment and belief in socialism compelled him eastward, behind the Iron Curtain. Victor Grossman reflects on his...;English;USA, Germany;0.0;29;true
HYBRIS;2014;;Tommaso Arnaldi (story),Tommaso Arnaldi,;Tommaso Arnaldi,Claudia Genolini,Lorenzo Richelmy,Guglielmo Scilla,;To grant the last wish of their dearest friend, three boys and a girl spend one night in an old, empty house in the woods. Their lives are bound by a murky past. The sudden and inexplicable...;Italian;Italy;0.0;83;true
le meilleur relooker;0;null;null;null;null;null;null;0.0;0;false
1 semaine pour faire la fête;0;null;null;null;null;null;null;0.0;0;false
Susi;1980;;N/a,;Ingrid Steeger,Klaus Dahlen,Helmut Holger,Peer Augustinski,;N/A;German;West Germany;7.4;45;true
Reportage sur la monnaie à Montpellier;0;null;null;null;null;null;null;0.0;0;false
Revolucion;2010;;Mauricio Katz,;Yolanda Abbud L.,Adriana Barraza,Mónica Bejarano,Ari Brickman,;Made up of 10 short films, 'Revolucion' analyzes through the eyes of the directors what is the revolution today and what it means to the young minds of Mexico.;Spanish;Mexico;5.7;105;true
OZO;2012;;Martin Brunet,Alexandre Vial,;N/a,;Ozo, a strange creature, has its egg stolen by NéNé, a slightly insane ostrich. Ozo embarks on a dangerous mission to get it back.;N/A;N/A;0.0;7;true
Cracks pel mon;0;null;null;null;null;null;null;0.0;0;false
Hybris;2014;;Tommaso Arnaldi (story),Tommaso Arnaldi,;Tommaso Arnaldi,Claudia Genolini,Lorenzo Richelmy,Guglielmo Scilla,;To grant the last wish of their dearest friend, three boys and a girl spend one night in an old, empty house in the woods. Their lives are bound by a murky past. The sudden and inexplicable...;Italian;Italy;0.0;83;true
Cash Trip;0;null;null;null;null;null;null;0.0;0;false
First International symposium on cancer;0;null;null;null;null;null;null;0.0;0;false
Les carnets de julie;0;;N/a,;Julie Andrieu,;N/A;French;France;0.0;0;true
Documentaire Parc Darwin;0;null;null;null;null;null;null;0.0;0;false
La nouvelle arche de Noé;0;null;null;null;null;null;null;0.0;0;false
Aurora;2010;;Cristi Puiu,;Cristi Puiu,Clara Voda,Catrinel Dumitrescu,Luminita Gheorghiu,;An apartment kitchen: a man and a woman discuss Little Red Riding Hood, their voices hushed, mindful of waking the little girl sleeping next room. Waste land on the city outskirts: behind a...;Romanian;Romania, France, Switzerland, Germany;6.7;184;true
Ecole Française du Tram;0;null;null;null;null;null;null;0.0;0;false
Les chefs d'œuvres du monde;0;null;null;null;null;null;null;0.0;0;false
Prises de vues Crédit Agricole;0;null;null;null;null;null;null;0.0;0;false
The one that got away;1957;;Howard Clewes (screenplay),Kendal Burt (book),James Leasor (book),;Hardy Krüger,Colin Gordon,Michael Goodliffe,Terence Alexander,;A cocky German flight officer is shot down over England and makes numerous attempts to escape to fight again.;English;UK;7.2;106;true
Orchestra;1978;;Federico Fellini (story),Federico Fellini,Brunello Rondi,;Balduin Baas,Clara Colosimo,Elizabeth Labi,Ronaldo Bonacchi,;An orchestra assmbles for a rehearsal in an ancient chapel under the inquisive eyes of a TV documentary crew, but an uprising breaks out.;Italian, German;Italy, West Germany;7.3;70;true
CM lycéen;0;null;null;null;null;null;null;0.0;0;false
Cimetière St Lazare;0;null;null;null;null;null;null;0.0;0;false
projet étudiants américains;0;null;null;null;null;null;null;0.0;0;false
Crimes et botanique;0;;N/a,;Annie Grégorio,Carole Richert,;N/A;French;France;0.0;52;true
Droit devant;0;null;null;null;null;null;null;0.0;0;false
Land rover discorey;0;null;null;null;null;null;null;0.0;0;false
Comédie Musicale;1992;;Christian Blanchet,;Michel Bompoil,Pascal Derwel,Ann-gisel Glass,Pierre Gérard,;N/A;French;France;0.0;15;true
Dakota Dick;0;null;null;null;null;null;null;0.0;0;false
France 3 IETM;0;null;null;null;null;null;null;0.0;0;false
Longboard;2007;;N/a,;Ashton Star,Dean Monroe,Zackary Ryan,Jason Harley,;N/A;English;USA;0.0;102;true
Lenz;2006;;Georg Büchner (inspiration),Thomas Imbach,;Noah Gsell,Barbara Heynen,Barbara Maurer,Milan Peschel,;The filmmaker Lenz has left his native Berlin for the Vosges to research the story behind Georg Büchner's novel fragment Lenz. But he soon trades the Alsatian landscape for higher altitudes...;German, Swiss German;Germany, Switzerland;6.2;96;true
Campagne Sud de France;0;null;null;null;null;null;null;0.0;0;false
Ricard;1966;;Viktors Lorencs,;N/a,;N/A;N/A;N/A;0.0;0;true
Witt;2008;;Carole Holliday (original Story And Screenplay),;Philip Briggs,Stephen Cargile,Adam Edgar,Mandy Henderson,;"Witt's Daughter" is a timeless tale of expectations vs. reality. When stiff-necked Army Lieutenant, Witt Stringfield returns from the Korean War with the picture in his mind of home as he ...;English;USA;8.0;39;true
L'addition svp;0;null;null;null;null;null;null;0.0;0;false
Justice;0;;Tyler Bensinger,David Mcnally,;Victor Garber,Kerr Smith,Rebecca Mader,Eamonn Walker,;A powerful Los Angeles law firm handles high-profile, media-circus cases.;English;USA;8.0;60;true
Mercedes;1998;;Asghar Abdollahi,Masud Kimiai,;Mohammad Reza Forutan,Marjan Shirmohammadi,Rombod Shekarabi,Parsa Pirouzfar,;N/A;Persian;Iran;4.5;0;true
Sursis;2006;;Pascal Chind,Jules-césar Bréchet,;Chris Egloff,Christophe Fluder,;A bridge between the 3 days of the Condor and the final of Curling Championship in Switzerland;N/A;N/A;0.0;25;true
L'essence humaine;0;null;null;null;null;null;null;0.0;0;false
Fou Rire;0;null;null;null;null;null;null;0.0;0;false
